Source,Target,BaseGearScore,Cooldown,RecipeLevel,SalvageRecipe,Quantity,Tradeskill,Rarity,Station,Icon,Type,Category
syndicateseal_barbarian,lightfeet_syndicaterank1_barbarian,0.0,nan,nan,nan,1,Armoring,1.0,Outfitting Station Tier 2,Feet_Courtier3T2,recipe,Faction Gear
lightfeet_syndicaterank1,lightfeet_syndicaterank1_barbarian,0.0,nan,nan,nan,1,Armoring,1.0,Outfitting Station Tier 2,Feet_Courtier3T2,recipe,Faction Gear
Tier 5 Cloth,lightfeet_shadewalkert5,200.0,nan,500.0,nan,6,Armoring,0.0,Outfitting Station Tier 5,Feet_FieldshadowT2,recipe,Armor
Leathers,lightfeet_shadewalkert5,200.0,nan,500.0,nan,2,Armoring,0.0,Outfitting Station Tier 5,Feet_FieldshadowT2,recipe,Armor
Metals,lightfeet_shadewalkert5,200.0,nan,500.0,nan,1,Armoring,0.0,Outfitting Station Tier 5,Feet_FieldshadowT2,recipe,Armor
transferenceward,lightfeet_protectivewyrdshoest4a,5.0,nan,nan,nan,1,Armoring,3.0,Outfitting Station Tier 3,LightFeetBT4,recipe,Work Orders
lightfeet_protectivewyrdshoest4,lightfeet_protectivewyrdshoest4a,5.0,nan,nan,nan,1,Armoring,3.0,Outfitting Station Tier 3,LightFeetBT4,recipe,Work Orders
workorder_1303_1311_shoes_protectivewyrd,lightfeet_protectivewyrdshoest4,5.0,nan,nan,nan,1,Armoring,2.0,Outfitting Station Tier 3,LightFeetBT4,recipe,Work Orders
1303_1311_hallowedfabric,lightfeet_protectivewyrdshoest4,5.0,nan,nan,nan,10,Armoring,2.0,Outfitting Station Tier 3,LightFeetBT4,recipe,Work Orders
1303_1311_essenceundeath,lightfeet_protectivewyrdshoest4,5.0,nan,nan,nan,13,Armoring,2.0,Outfitting Station Tier 3,LightFeetBT4,recipe,Work Orders
1303_1311_purifiedsap,lightfeet_protectivewyrdshoest4,5.0,nan,nan,nan,12,Armoring,2.0,Outfitting Station Tier 3,LightFeetBT4,recipe,Work Orders
azoth_currency,lightfeet_marauderrank5_occultist,0.0,nan,nan,nan,50,Armoring,3.0,Outfitting Station Tier 2,Feet_Courtier1T2,recipe,Faction Gear
marauderseal_occultist,lightfeet_marauderrank5_occultist,0.0,nan,nan,nan,1,Armoring,3.0,Outfitting Station Tier 2,Feet_Courtier1T2,recipe,Faction Gear
lightfeet_marauderrank5,lightfeet_marauderrank5_occultist,0.0,nan,nan,nan,1,Armoring,3.0,Outfitting Station Tier 2,Feet_Courtier1T2,recipe,Faction Gear
azoth_currency,lightfeet_marauderrank5_cleric,0.0,nan,nan,nan,50,Armoring,3.0,Outfitting Station Tier 2,Feet_Courtier1T2,recipe,Faction Gear
marauderseal_cleric,lightfeet_marauderrank5_cleric,0.0,nan,nan,nan,1,Armoring,3.0,Outfitting Station Tier 2,Feet_Courtier1T2,recipe,Faction Gear
lightfeet_marauderrank5,lightfeet_marauderrank5_cleric,0.0,nan,nan,nan,1,Armoring,3.0,Outfitting Station Tier 2,Feet_Courtier1T2,recipe,Faction Gear
azoth_currency,lightfeet_marauderrank5_brigand,0.0,nan,nan,nan,50,Armoring,3.0,Outfitting Station Tier 2,Feet_Courtier1T2,recipe,Faction Gear
marauderseal_brigand,lightfeet_marauderrank5_brigand,0.0,nan,nan,nan,1,Armoring,3.0,Outfitting Station Tier 2,Feet_Courtier1T2,recipe,Faction Gear
lightfeet_marauderrank5,lightfeet_marauderrank5_brigand,0.0,nan,nan,nan,1,Armoring,3.0,Outfitting Station Tier 2,Feet_Courtier1T2,recipe,Faction Gear
azoth_currency,lightfeet_marauderrank5_barbarian,0.0,nan,nan,nan,50,Armoring,3.0,Outfitting Station Tier 2,Feet_Courtier1T2,recipe,Faction Gear
marauderseal_barbarian,lightfeet_marauderrank5_barbarian,0.0,nan,nan,nan,1,Armoring,3.0,Outfitting Station Tier 2,Feet_Courtier1T2,recipe,Faction Gear
lightfeet_marauderrank5,lightfeet_marauderrank5_barbarian,0.0,nan,nan,nan,1,Armoring,3.0,Outfitting Station Tier 2,Feet_Courtier1T2,recipe,Faction Gear
azoth_currency,lightfeet_marauderrank4_occultist,0.0,nan,nan,nan,50,Armoring,3.0,Outfitting Station Tier 2,Feet_Courtier1T2,recipe,Faction Gear
marauderseal_occultist,lightfeet_marauderrank4_occultist,0.0,nan,nan,nan,1,Armoring,3.0,Outfitting Station Tier 2,Feet_Courtier1T2,recipe,Faction Gear
lightfeet_marauderrank4,lightfeet_marauderrank4_occultist,0.0,nan,nan,nan,1,Armoring,3.0,Outfitting Station Tier 2,Feet_Courtier1T2,recipe,Faction Gear
azoth_currency,lightfeet_marauderrank4_cleric,0.0,nan,nan,nan,50,Armoring,3.0,Outfitting Station Tier 2,Feet_Courtier1T2,recipe,Faction Gear
marauderseal_cleric,lightfeet_marauderrank4_cleric,0.0,nan,nan,nan,1,Armoring,3.0,Outfitting Station Tier 2,Feet_Courtier1T2,recipe,Faction Gear
lightfeet_marauderrank4,lightfeet_marauderrank4_cleric,0.0,nan,nan,nan,1,Armoring,3.0,Outfitting Station Tier 2,Feet_Courtier1T2,recipe,Faction Gear
azoth_currency,lightfeet_marauderrank4_brigand,0.0,nan,nan,nan,50,Armoring,3.0,Outfitting Station Tier 2,Feet_Courtier1T2,recipe,Faction Gear
marauderseal_brigand,lightfeet_marauderrank4_brigand,0.0,nan,nan,nan,1,Armoring,3.0,Outfitting Station Tier 2,Feet_Courtier1T2,recipe,Faction Gear
lightfeet_marauderrank4,lightfeet_marauderrank4_brigand,0.0,nan,nan,nan,1,Armoring,3.0,Outfitting Station Tier 2,Feet_Courtier1T2,recipe,Faction Gear
azoth_currency,lightfeet_marauderrank4_barbarian,0.0,nan,nan,nan,50,Armoring,3.0,Outfitting Station Tier 2,Feet_Courtier1T2,recipe,Faction Gear
marauderseal_barbarian,lightfeet_marauderrank4_barbarian,0.0,nan,nan,nan,1,Armoring,3.0,Outfitting Station Tier 2,Feet_Courtier1T2,recipe,Faction Gear
lightfeet_marauderrank4,lightfeet_marauderrank4_barbarian,0.0,nan,nan,nan,1,Armoring,3.0,Outfitting Station Tier 2,Feet_Courtier1T2,recipe,Faction Gear
azoth_currency,lightfeet_marauderrank3_occultist,0.0,nan,nan,nan,50,Armoring,2.0,Outfitting Station Tier 2,Feet_Courtier1T2,recipe,Faction Gear
marauderseal_occultist,lightfeet_marauderrank3_occultist,0.0,nan,nan,nan,1,Armoring,2.0,Outfitting Station Tier 2,Feet_Courtier1T2,recipe,Faction Gear
lightfeet_marauderrank3,lightfeet_marauderrank3_occultist,0.0,nan,nan,nan,1,Armoring,2.0,Outfitting Station Tier 2,Feet_Courtier1T2,recipe,Faction Gear
azoth_currency,lightfeet_marauderrank3_cleric,0.0,nan,nan,nan,50,Armoring,2.0,Outfitting Station Tier 2,Feet_Courtier1T2,recipe,Faction Gear
marauderseal_cleric,lightfeet_marauderrank3_cleric,0.0,nan,nan,nan,1,Armoring,2.0,Outfitting Station Tier 2,Feet_Courtier1T2,recipe,Faction Gear
lightfeet_marauderrank3,lightfeet_marauderrank3_cleric,0.0,nan,nan,nan,1,Armoring,2.0,Outfitting Station Tier 2,Feet_Courtier1T2,recipe,Faction Gear
azoth_currency,lightfeet_marauderrank3_brigand,0.0,nan,nan,nan,50,Armoring,2.0,Outfitting Station Tier 2,Feet_Courtier1T2,recipe,Faction Gear
marauderseal_brigand,lightfeet_marauderrank3_brigand,0.0,nan,nan,nan,1,Armoring,2.0,Outfitting Station Tier 2,Feet_Courtier1T2,recipe,Faction Gear
lightfeet_marauderrank3,lightfeet_marauderrank3_brigand,0.0,nan,nan,nan,1,Armoring,2.0,Outfitting Station Tier 2,Feet_Courtier1T2,recipe,Faction Gear
azoth_currency,lightfeet_marauderrank3_barbarian,0.0,nan,nan,nan,50,Armoring,2.0,Outfitting Station Tier 2,Feet_Courtier1T2,recipe,Faction Gear
marauderseal_barbarian,lightfeet_marauderrank3_barbarian,0.0,nan,nan,nan,1,Armoring,2.0,Outfitting Station Tier 2,Feet_Courtier1T2,recipe,Faction Gear
lightfeet_marauderrank3,lightfeet_marauderrank3_barbarian,0.0,nan,nan,nan,1,Armoring,2.0,Outfitting Station Tier 2,Feet_Courtier1T2,recipe,Faction Gear
azoth_currency,lightfeet_marauderrank2_occultist,0.0,nan,nan,nan,50,Armoring,2.0,Outfitting Station Tier 2,Feet_Courtier1T2,recipe,Faction Gear
marauderseal_occultist,lightfeet_marauderrank2_occultist,0.0,nan,nan,nan,1,Armoring,2.0,Outfitting Station Tier 2,Feet_Courtier1T2,recipe,Faction Gear
lightfeet_marauderrank2,lightfeet_marauderrank2_occultist,0.0,nan,nan,nan,1,Armoring,2.0,Outfitting Station Tier 2,Feet_Courtier1T2,recipe,Faction Gear
azoth_currency,lightfeet_marauderrank2_cleric,0.0,nan,nan,nan,50,Armoring,2.0,Outfitting Station Tier 2,Feet_Courtier1T2,recipe,Faction Gear
marauderseal_cleric,lightfeet_marauderrank2_cleric,0.0,nan,nan,nan,1,Armoring,2.0,Outfitting Station Tier 2,Feet_Courtier1T2,recipe,Faction Gear
lightfeet_marauderrank2,lightfeet_marauderrank2_cleric,0.0,nan,nan,nan,1,Armoring,2.0,Outfitting Station Tier 2,Feet_Courtier1T2,recipe,Faction Gear
azoth_currency,lightfeet_marauderrank2_brigand,0.0,nan,nan,nan,50,Armoring,2.0,Outfitting Station Tier 2,Feet_Courtier1T2,recipe,Faction Gear
marauderseal_brigand,lightfeet_marauderrank2_brigand,0.0,nan,nan,nan,1,Armoring,2.0,Outfitting Station Tier 2,Feet_Courtier1T2,recipe,Faction Gear
lightfeet_marauderrank2,lightfeet_marauderrank2_brigand,0.0,nan,nan,nan,1,Armoring,2.0,Outfitting Station Tier 2,Feet_Courtier1T2,recipe,Faction Gear
azoth_currency,lightfeet_marauderrank2_barbarian,0.0,nan,nan,nan,50,Armoring,2.0,Outfitting Station Tier 2,Feet_Courtier1T2,recipe,Faction Gear
marauderseal_barbarian,lightfeet_marauderrank2_barbarian,0.0,nan,nan,nan,1,Armoring,2.0,Outfitting Station Tier 2,Feet_Courtier1T2,recipe,Faction Gear
lightfeet_marauderrank2,lightfeet_marauderrank2_barbarian,0.0,nan,nan,nan,1,Armoring,2.0,Outfitting Station Tier 2,Feet_Courtier1T2,recipe,Faction Gear
azoth_currency,lightfeet_marauderrank1_occultist,0.0,nan,nan,nan,50,Armoring,1.0,Outfitting Station Tier 2,Feet_Courtier1T2,recipe,Faction Gear
marauderseal_occultist,lightfeet_marauderrank1_occultist,0.0,nan,nan,nan,1,Armoring,1.0,Outfitting Station Tier 2,Feet_Courtier1T2,recipe,Faction Gear
lightfeet_marauderrank1,lightfeet_marauderrank1_occultist,0.0,nan,nan,nan,1,Armoring,1.0,Outfitting Station Tier 2,Feet_Courtier1T2,recipe,Faction Gear
azoth_currency,lightfeet_marauderrank1_cleric,0.0,nan,nan,nan,50,Armoring,1.0,Outfitting Station Tier 2,Feet_Courtier1T2,recipe,Faction Gear
marauderseal_cleric,lightfeet_marauderrank1_cleric,0.0,nan,nan,nan,1,Armoring,1.0,Outfitting Station Tier 2,Feet_Courtier1T2,recipe,Faction Gear
lightfeet_marauderrank1,lightfeet_marauderrank1_cleric,0.0,nan,nan,nan,1,Armoring,1.0,Outfitting Station Tier 2,Feet_Courtier1T2,recipe,Faction Gear
azoth_currency,lightfeet_marauderrank1_brigand,0.0,nan,nan,nan,50,Armoring,1.0,Outfitting Station Tier 2,Feet_Courtier1T2,recipe,Faction Gear
marauderseal_brigand,lightfeet_marauderrank1_brigand,0.0,nan,nan,nan,1,Armoring,1.0,Outfitting Station Tier 2,Feet_Courtier1T2,recipe,Faction Gear
lightfeet_marauderrank1,lightfeet_marauderrank1_brigand,0.0,nan,nan,nan,1,Armoring,1.0,Outfitting Station Tier 2,Feet_Courtier1T2,recipe,Faction Gear
azoth_currency,lightfeet_marauderrank1_barbarian,0.0,nan,nan,nan,50,Armoring,1.0,Outfitting Station Tier 2,Feet_Courtier1T2,recipe,Faction Gear
marauderseal_barbarian,lightfeet_marauderrank1_barbarian,0.0,nan,nan,nan,1,Armoring,1.0,Outfitting Station Tier 2,Feet_Courtier1T2,recipe,Faction Gear
lightfeet_marauderrank1,lightfeet_marauderrank1_barbarian,0.0,nan,nan,nan,1,Armoring,1.0,Outfitting Station Tier 2,Feet_Courtier1T2,recipe,Faction Gear
stickyvinest1,lightfeet_crafteddungeon7t5,160.0,nan,500.0,nan,10,Armoring,0.0,Outfitting Station Tier 5,LightFeetAT5,recipe,Expedition Replicas
Tier 5 Cloth,lightfeet_crafteddungeon7t5,160.0,nan,500.0,nan,5,Armoring,0.0,Outfitting Station Tier 5,LightFeetAT5,recipe,Expedition Replicas
Leathers,lightfeet_crafteddungeon7t5,160.0,nan,500.0,nan,3,Armoring,0.0,Outfitting Station Tier 5,LightFeetAT5,recipe,Expedition Replicas
Metals,lightfeet_crafteddungeon7t5,160.0,nan,500.0,nan,1,Armoring,0.0,Outfitting Station Tier 5,LightFeetAT5,recipe,Expedition Replicas
spectraldustt1,lightfeet_crafteddungeon6t5,160.0,nan,500.0,nan,10,Armoring,0.0,Outfitting Station Tier 5,LightFeetAT5,recipe,Expedition Replicas
Tier 5 Cloth,lightfeet_crafteddungeon6t5,160.0,nan,500.0,nan,5,Armoring,0.0,Outfitting Station Tier 5,LightFeetAT5,recipe,Expedition Replicas
Leathers,lightfeet_crafteddungeon6t5,160.0,nan,500.0,nan,3,Armoring,0.0,Outfitting Station Tier 5,LightFeetAT5,recipe,Expedition Replicas
Metals,lightfeet_crafteddungeon6t5,160.0,nan,500.0,nan,1,Armoring,0.0,Outfitting Station Tier 5,LightFeetAT5,recipe,Expedition Replicas
collarjadet1,lightfeet_crafteddungeon5t4,110.0,nan,400.0,nan,10,Armoring,0.0,Outfitting Station Tier 4,LightFeetAT4,recipe,Expedition Replicas
Tier 4 Cloth,lightfeet_crafteddungeon5t4,110.0,nan,400.0,nan,5,Armoring,0.0,Outfitting Station Tier 4,LightFeetAT4,recipe,Expedition Replicas
Leathers,lightfeet_crafteddungeon5t4,110.0,nan,400.0,nan,3,Armoring,0.0,Outfitting Station Tier 4,LightFeetAT4,recipe,Expedition Replicas
Metals,lightfeet_crafteddungeon5t4,110.0,nan,400.0,nan,1,Armoring,0.0,Outfitting Station Tier 4,LightFeetAT4,recipe,Expedition Replicas
corruptedtalismant1,lightfeet_crafteddungeon4t4,110.0,nan,400.0,nan,10,Armoring,0.0,Outfitting Station Tier 4,m_wraithhunterlightspikes_feet,recipe,Expedition Replicas
Tier 4 Cloth,lightfeet_crafteddungeon4t4,110.0,nan,400.0,nan,5,Armoring,0.0,Outfitting Station Tier 4,m_wraithhunterlightspikes_feet,recipe,Expedition Replicas
Leathers,lightfeet_crafteddungeon4t4,110.0,nan,400.0,nan,3,Armoring,0.0,Outfitting Station Tier 4,m_wraithhunterlightspikes_feet,recipe,Expedition Replicas
Metals,lightfeet_crafteddungeon4t4,110.0,nan,400.0,nan,1,Armoring,0.0,Outfitting Station Tier 4,m_wraithhunterlightspikes_feet,recipe,Expedition Replicas
sparklingbonedustt1,lightfeet_crafteddungeon2t3,60.0,nan,300.0,nan,10,Armoring,0.0,Outfitting Station Tier 3,m_ancientmage_feet,recipe,Expedition Replicas
Tier 3 Cloth,lightfeet_crafteddungeon2t3,60.0,nan,300.0,nan,5,Armoring,0.0,Outfitting Station Tier 3,m_ancientmage_feet,recipe,Expedition Replicas
Leathers,lightfeet_crafteddungeon2t3,60.0,nan,300.0,nan,3,Armoring,0.0,Outfitting Station Tier 3,m_ancientmage_feet,recipe,Expedition Replicas
Metals,lightfeet_crafteddungeon2t3,60.0,nan,300.0,nan,1,Armoring,0.0,Outfitting Station Tier 3,m_ancientmage_feet,recipe,Expedition Replicas
coagulatedbloodt1,lightfeet_crafteddungeon1t3,60.0,nan,300.0,nan,10,Armoring,0.0,Outfitting Station Tier 3,LightFeetAT3,recipe,Expedition Replicas
Tier 3 Cloth,lightfeet_crafteddungeon1t3,60.0,nan,300.0,nan,5,Armoring,0.0,Outfitting Station Tier 3,LightFeetAT3,recipe,Expedition Replicas
Leathers,lightfeet_crafteddungeon1t3,60.0,nan,300.0,nan,3,Armoring,0.0,Outfitting Station Tier 3,LightFeetAT3,recipe,Expedition Replicas
Metals,lightfeet_crafteddungeon1t3,60.0,nan,300.0,nan,1,Armoring,0.0,Outfitting Station Tier 3,LightFeetAT3,recipe,Expedition Replicas
azoth_currency,lightfeet_covenantrank5_occultist,0.0,nan,nan,nan,50,Armoring,3.0,Outfitting Station Tier 2,Feet_Courtier2T2,recipe,Faction Gear
covenantseal_occultist,lightfeet_covenantrank5_occultist,0.0,nan,nan,nan,1,Armoring,3.0,Outfitting Station Tier 2,Feet_Courtier2T2,recipe,Faction Gear
lightfeet_covenantrank5,lightfeet_covenantrank5_occultist,0.0,nan,nan,nan,1,Armoring,3.0,Outfitting Station Tier 2,Feet_Courtier2T2,recipe,Faction Gear
azoth_currency,lightfeet_covenantrank5_cleric,0.0,nan,nan,nan,50,Armoring,3.0,Outfitting Station Tier 2,Feet_Courtier2T2,recipe,Faction Gear
covenantseal_cleric,lightfeet_covenantrank5_cleric,0.0,nan,nan,nan,1,Armoring,3.0,Outfitting Station Tier 2,Feet_Courtier2T2,recipe,Faction Gear
lightfeet_covenantrank5,lightfeet_covenantrank5_cleric,0.0,nan,nan,nan,1,Armoring,3.0,Outfitting Station Tier 2,Feet_Courtier2T2,recipe,Faction Gear
azoth_currency,lightfeet_covenantrank5_brigand,0.0,nan,nan,nan,50,Armoring,3.0,Outfitting Station Tier 2,Feet_Courtier2T2,recipe,Faction Gear
covenantseal_brigand,lightfeet_covenantrank5_brigand,0.0,nan,nan,nan,1,Armoring,3.0,Outfitting Station Tier 2,Feet_Courtier2T2,recipe,Faction Gear
lightfeet_covenantrank5,lightfeet_covenantrank5_brigand,0.0,nan,nan,nan,1,Armoring,3.0,Outfitting Station Tier 2,Feet_Courtier2T2,recipe,Faction Gear
azoth_currency,lightfeet_covenantrank5_barbarian,0.0,nan,nan,nan,50,Armoring,3.0,Outfitting Station Tier 2,Feet_Courtier2T2,recipe,Faction Gear
covenantseal_barbarian,lightfeet_covenantrank5_barbarian,0.0,nan,nan,nan,1,Armoring,3.0,Outfitting Station Tier 2,Feet_Courtier2T2,recipe,Faction Gear
lightfeet_covenantrank5,lightfeet_covenantrank5_barbarian,0.0,nan,nan,nan,1,Armoring,3.0,Outfitting Station Tier 2,Feet_Courtier2T2,recipe,Faction Gear
azoth_currency,lightfeet_covenantrank4_occultist,0.0,nan,nan,nan,50,Armoring,3.0,Outfitting Station Tier 2,Feet_Courtier2T2,recipe,Faction Gear
covenantseal_occultist,lightfeet_covenantrank4_occultist,0.0,nan,nan,nan,1,Armoring,3.0,Outfitting Station Tier 2,Feet_Courtier2T2,recipe,Faction Gear
lightfeet_covenantrank4,lightfeet_covenantrank4_occultist,0.0,nan,nan,nan,1,Armoring,3.0,Outfitting Station Tier 2,Feet_Courtier2T2,recipe,Faction Gear
azoth_currency,lightfeet_covenantrank4_cleric,0.0,nan,nan,nan,50,Armoring,3.0,Outfitting Station Tier 2,Feet_Courtier2T2,recipe,Faction Gear
covenantseal_cleric,lightfeet_covenantrank4_cleric,0.0,nan,nan,nan,1,Armoring,3.0,Outfitting Station Tier 2,Feet_Courtier2T2,recipe,Faction Gear
lightfeet_covenantrank4,lightfeet_covenantrank4_cleric,0.0,nan,nan,nan,1,Armoring,3.0,Outfitting Station Tier 2,Feet_Courtier2T2,recipe,Faction Gear
azoth_currency,lightfeet_covenantrank4_brigand,0.0,nan,nan,nan,50,Armoring,3.0,Outfitting Station Tier 2,Feet_Courtier2T2,recipe,Faction Gear
covenantseal_brigand,lightfeet_covenantrank4_brigand,0.0,nan,nan,nan,1,Armoring,3.0,Outfitting Station Tier 2,Feet_Courtier2T2,recipe,Faction Gear
lightfeet_covenantrank4,lightfeet_covenantrank4_brigand,0.0,nan,nan,nan,1,Armoring,3.0,Outfitting Station Tier 2,Feet_Courtier2T2,recipe,Faction Gear
azoth_currency,lightfeet_covenantrank4_barbarian,0.0,nan,nan,nan,50,Armoring,3.0,Outfitting Station Tier 2,Feet_Courtier2T2,recipe,Faction Gear
covenantseal_barbarian,lightfeet_covenantrank4_barbarian,0.0,nan,nan,nan,1,Armoring,3.0,Outfitting Station Tier 2,Feet_Courtier2T2,recipe,Faction Gear
lightfeet_covenantrank4,lightfeet_covenantrank4_barbarian,0.0,nan,nan,nan,1,Armoring,3.0,Outfitting Station Tier 2,Feet_Courtier2T2,recipe,Faction Gear
azoth_currency,lightfeet_covenantrank3_occultist,0.0,nan,nan,nan,50,Armoring,2.0,Outfitting Station Tier 2,Feet_Courtier2T2,recipe,Faction Gear
covenantseal_occultist,lightfeet_covenantrank3_occultist,0.0,nan,nan,nan,1,Armoring,2.0,Outfitting Station Tier 2,Feet_Courtier2T2,recipe,Faction Gear
lightfeet_covenantrank3,lightfeet_covenantrank3_occultist,0.0,nan,nan,nan,1,Armoring,2.0,Outfitting Station Tier 2,Feet_Courtier2T2,recipe,Faction Gear
azoth_currency,lightfeet_covenantrank3_cleric,0.0,nan,nan,nan,50,Armoring,2.0,Outfitting Station Tier 2,Feet_Courtier2T2,recipe,Faction Gear
covenantseal_cleric,lightfeet_covenantrank3_cleric,0.0,nan,nan,nan,1,Armoring,2.0,Outfitting Station Tier 2,Feet_Courtier2T2,recipe,Faction Gear
lightfeet_covenantrank3,lightfeet_covenantrank3_cleric,0.0,nan,nan,nan,1,Armoring,2.0,Outfitting Station Tier 2,Feet_Courtier2T2,recipe,Faction Gear
azoth_currency,lightfeet_covenantrank3_brigand,0.0,nan,nan,nan,50,Armoring,2.0,Outfitting Station Tier 2,Feet_Courtier2T2,recipe,Faction Gear
covenantseal_brigand,lightfeet_covenantrank3_brigand,0.0,nan,nan,nan,1,Armoring,2.0,Outfitting Station Tier 2,Feet_Courtier2T2,recipe,Faction Gear
lightfeet_covenantrank3,lightfeet_covenantrank3_brigand,0.0,nan,nan,nan,1,Armoring,2.0,Outfitting Station Tier 2,Feet_Courtier2T2,recipe,Faction Gear
azoth_currency,lightfeet_covenantrank3_barbarian,0.0,nan,nan,nan,50,Armoring,2.0,Outfitting Station Tier 2,Feet_Courtier2T2,recipe,Faction Gear
covenantseal_barbarian,lightfeet_covenantrank3_barbarian,0.0,nan,nan,nan,1,Armoring,2.0,Outfitting Station Tier 2,Feet_Courtier2T2,recipe,Faction Gear
lightfeet_covenantrank3,lightfeet_covenantrank3_barbarian,0.0,nan,nan,nan,1,Armoring,2.0,Outfitting Station Tier 2,Feet_Courtier2T2,recipe,Faction Gear
azoth_currency,lightfeet_covenantrank2_occultist,0.0,nan,nan,nan,50,Armoring,2.0,Outfitting Station Tier 2,Feet_Courtier2T2,recipe,Faction Gear
covenantseal_occultist,lightfeet_covenantrank2_occultist,0.0,nan,nan,nan,1,Armoring,2.0,Outfitting Station Tier 2,Feet_Courtier2T2,recipe,Faction Gear
lightfeet_covenantrank2,lightfeet_covenantrank2_occultist,0.0,nan,nan,nan,1,Armoring,2.0,Outfitting Station Tier 2,Feet_Courtier2T2,recipe,Faction Gear
azoth_currency,lightfeet_covenantrank2_cleric,0.0,nan,nan,nan,50,Armoring,2.0,Outfitting Station Tier 2,Feet_Courtier2T2,recipe,Faction Gear
covenantseal_cleric,lightfeet_covenantrank2_cleric,0.0,nan,nan,nan,1,Armoring,2.0,Outfitting Station Tier 2,Feet_Courtier2T2,recipe,Faction Gear
lightfeet_covenantrank2,lightfeet_covenantrank2_cleric,0.0,nan,nan,nan,1,Armoring,2.0,Outfitting Station Tier 2,Feet_Courtier2T2,recipe,Faction Gear
azoth_currency,lightfeet_covenantrank2_brigand,0.0,nan,nan,nan,50,Armoring,2.0,Outfitting Station Tier 2,Feet_Courtier2T2,recipe,Faction Gear
covenantseal_brigand,lightfeet_covenantrank2_brigand,0.0,nan,nan,nan,1,Armoring,2.0,Outfitting Station Tier 2,Feet_Courtier2T2,recipe,Faction Gear
lightfeet_covenantrank2,lightfeet_covenantrank2_brigand,0.0,nan,nan,nan,1,Armoring,2.0,Outfitting Station Tier 2,Feet_Courtier2T2,recipe,Faction Gear
azoth_currency,lightfeet_covenantrank2_barbarian,0.0,nan,nan,nan,50,Armoring,2.0,Outfitting Station Tier 2,Feet_Courtier2T2,recipe,Faction Gear
covenantseal_barbarian,lightfeet_covenantrank2_barbarian,0.0,nan,nan,nan,1,Armoring,2.0,Outfitting Station Tier 2,Feet_Courtier2T2,recipe,Faction Gear
lightfeet_covenantrank2,lightfeet_covenantrank2_barbarian,0.0,nan,nan,nan,1,Armoring,2.0,Outfitting Station Tier 2,Feet_Courtier2T2,recipe,Faction Gear
